tip,id_ploshadki,servisnyy_id,adres_razmeshcheniya,rayon,id_sk1,naimenovanie_sk1,status_oborudovaniya1,tip_sk_po_dogovoru1,id_sk2,naimenovanie_sk2,status_oborudovaniya2,tip_sk_po_dogovoru2,id_sk3,naimenovanie_sk3,status_oborudovaniya3,tip_sk_po_dogovoru3,id_sk4,naimenovanie_sk4,status_oborudovaniya4,tip_sk_po_dogovoru4,id_sk5,naimenovanie_sk5,status_oborudovaniya5,tip_sk_po_dogovoru5,planovaya_data_1_kv_2026,id_sk6,naimenovanie_sk6,status_oborudovaniya6,tip_sk_po_dogovoru6
УД,196614426,EMTS1727,"г. Сестрорецк, ул. Пушкинская, д.8",Курортный,208386725,Daikin внутр.FT25CV1A8/внеш.R25CV1A,Активирован,1,208386727,Daikin внутр.FT25CV1A8/внеш.R25CV1A,Активирован,1,,,,,,,,,,,,,20260209,,,,
УД,196614447,EMTS829,"г. Зеленогорск, пр. Ленина, д.12",Курортный,210300874,Daikin внутр.FT25CV1A8/внеш.R25CV1A,Активирован,1,210300876,Daikin внутр.FT25CV1A8/внеш.R25CV1A,Активирован,1,,,,,,,,,,,,,20260204,,,,
УД,196614460,EMTS3713,"г. Зеленогорск, пр. Ленина, д.8",Курортный,210300849,Daikin внутр.FT25DVM/внеш.R25DV1,Активирован,1,210300847,Daikin внутр.FT25DVM/внеш.R25DV1,Активирован,1,,,,,,,,,,,,,20260204,,,,
УД,196614480,EMTS834,"г. Колпино, ул. Веры Слуцкой, д.32",Колпинский,208386469,Panasonic внутр.CS-C9GKD/внеш.CU-C9GKD,Активирован,1,208386471,Panasonic внутр.CS-C9GKD/внеш.CU-C9GKD,Активирован,1,,,,,,,,,,,,,20260224,,,,
УД,196614483,EMTS836,"г. Колпино, ул. Веры Слуцкой, д.50",Колпинский,208386473,Panasonic внутр.CS-C9GKD/внеш.CU-C9GKD,Активирован,1,208386475,Mitsubishi Electric внутр.SRK28HG-S/внеш.SRС28HG-S,Активирован,1,,,,,,,,,,,,,20260224,,,,
УД,196614507,EMTS1568,"г. Колпино, пр. Заводской, д.56",Колпинский,208385983,Daikin внутр.FT25CV1A8/внеш.R25CV1A,Активирован,1,208385985,Daikin внутр.FT25CV1A8/внеш.R25DV1,Активирован,1,,,,,,,,,,,,,20260224,,,,
УД,196614526,EMTS1570,"г. Колпино, ул. Ижорского Батальона, д.21",Колпинский,208385987,Daikin внутр.FT25CV1A8/внеш.R25CV1A,Активирован,1,208385989,Daikin внутр.FT25CV1A8/внеш.R25CV1A,Активирован,1,,,,,,,,,,,,,20260304,,,,
УД,196614555,EMTS1571,"г. Колпино, ул. Культуры, д.16",Колпинский,208385991,Daikin внутр.FT25CV1A8/внеш.R25CV1A,Активирован,1,244350675,Kentatsu внутр.KSGA26HFAN1/внеш.KSRA26HFAN1,Активирован,1,208385993,Daikin внутр.FT25CV1A8/внеш.R25CV1A,На складе,1,,,,,,,,,20260304,,,,
УД,196614575,EMTS833,"г. Колпино, пр. Ленина, д.46",Колпинский,208386467,Daikin внутр.FT25DVM/внеш.R25DV1,Активирован,1,,,,,,,,,,,,,,,,,20260224,,,,
УД,196614679,EMTS1572,"г. Колпино, ул. Труда, д.6",Колпинский,208385995,Daikin внутр.FTY25GXV1/внеш.RY25GXV1,Активирован,1,208385997,Daikin внутр.FTY25GXV1/внеш.RY25GXV1,Активирован,1,,,,,,,,,,,,,20260224,,,,
УД,196614686,EMTS1566,"г. Колпино, бул. Трудящихся, д.32",Колпинский,241208501,Kentatsu внутр.KSGPA26HZRN1 / внеш.KSRPA26HZRN1,Активирован,1,239905308,Kentatsu внутр.KSGI26HFAN1/внеш.KSRI26HFAN1/-40,Активирован,1,,,,,,,,,,,,,20260224,,,,
УД,196614702,EMTS3709,"п. Комарово, ул. Пушкина, д.10",Курортный,239926598,Kentatsu внутр.KSGI26HFAN1/внеш.KSRI26HFAN1/-40,Активирован,1,244337465,Kentatsu внутр.KSGA26HFAN1/внеш.KSRA26HFAN1,Активирован,1,,,,,,,,,,,,,20260204,,,,
УД,196614738,EMTS840,"г. Красное Село, ул. Нарвская, д.2",Красносельский,208386477,Daikin внутр.FT25CV1A8/внеш.R25CV1A,Активирован,1,208386479,Daikin внутр.FT25CV1A8/внеш.R25CV1A,Активирован,1,,,,,,,,,,,,,20260311,,,,
УД,196614742,EMTS841,"г. Красное Село, ул. Освобождения, д.15",Красносельский,209974760,Mitsubishi Electric внутр.SRK28HG-S/внеш.SRС28HG-S,Активирован,1,208386481,Daikin внутр.FT25CV1A8/внеш.R25CV1A,Активирован,1,,,,,,,,,,,,,20260319,,,,
УД,196614823,EMTS842,"г. Кронштадт, ул. Комсомола, д.2",Кронштадтский,208386485,Daikin внутр.FT25DVM/внеш.R25DV1,Активирован,1,,,,,,,,,,,,,,,,,20260205,,,,
УА,196614850,EMTS809,"г. Кронштадт, пр. Ленина, д.36",Кронштадтский,238952932,Daikin внутр. FAA100A/внешн. RR100BW/-40T,Активирован,3,238952933,Daikin внутр. FAA100A/внешн. RR100BW/-40T,Активирован,3,243154015,Kentatsu Otari внутр.KSGOT70HZRN1/внеш.KSROT70HZRN1,Активирован,2,209799714,Mitsubishi Heavy внутр.SRK80ZM-S/внеш.SRC80ZM-S,Активирован,3,222604493,Mitsubishi Heavy внутр.SRK80ZSPR-S/внеш.SRC80ZSPR-S,На складе,3,20260205,,,,
УД,196614920,EMTS844,"г. Кронштадт, ул. Советская, д.49",Кронштадтский,209139785,Daikin внутр.FT25DVM/внеш.R25DV1,Активирован,1,224441291,Royal Clima внутр.RC-VR29HN/внеш. RC-VR29HN,Активирован,1,,,,,,,,,,,,,20260205,,,,
УД,196614947,EMTS845,"г. Кронштадт, ул. Флотская, д.5",Кронштадтский,208386493,Panasonic внутр.CS-C9GKD/внеш.CU-C9GKD,Активирован,1,222568096,Mitsubishi Electric внутр.MS-GF25VA/внеш.MU-GF25VA,Активирован,1,,,,,,,,,,,,,20260205,,,,
ТД,196615002,EMTS47,"г. Ломоносов, пр. Дворцовый, д.47А",Петродворцовый,208386383,Fujitsu General внутр.ASH12USBCW/внеш.AOH12UGBC,Активирован,1,,,,,,,,,,,,,,,,,,,,,
УД,196615027,EMTS847,"г. Ломоносов, ул. Победы, д.1",Петродворцовый,209156110,Daikin внутр.FT25DVM/внеш.R25DV1,Активирован,1,208386495,Panasonic внутр.CS-C9GKD/внеш.CU-C9GKD,Активирован,1,,,,,,,,,,,,,20260220,,,,
УД,196615050,EMTS1052,"п. Металлострой, ул. Пионерская, д.1",Колпинский,208386377,Daikin внутр.FT25DVM/внеш.R25DV1,Активирован,1,,,,,,,,,,,,,,,,,20260304,,,,
УД,196615080,EMTS1728,"п. Металлострой, ул. Центральная, д.24",Колпинский,208386729,Daikin внутр.FT25CV1A8/внеш.R25CV1A,Активирован,1,208386731,Daikin внутр.FT25CV1A8/внеш.R25CV1A,Активирован,1,,,,,,,,,,,,,20260304,,,,
УД,196615106,EMTS1576,"г. Павловск, ул. Госпитальная, д.17",Пушкинский,208386011,Daikin внутр.FT25DVM/внеш.R25DV1,Активирован,1,208386013,Daikin внутр.FT25DVM/внеш.R25DV1,Активирован,1,,,,,,,,,,,,,20260312,,,,
УД,196615146,EMTS4844,"г. Павловск, пер. Песчаный, д.11/16А",Пушкинский,222397096,Кондиционер Daikin внутр. FTYN25LV1B/внеш. RYN25LV1B,Активирован,2,222397087,Кондиционер Daikin внутр. FTYN25LV1B/внеш. RYN25LV1B,Активирован,2,208386499,Daikin внутр.FT25DVM/внеш.R25DV1,Активирован,1,,,,,,,,,20260312,,,,
УД,196615185,EMTS1729,"п. Парголово, ул. Ломоносова, д.90",Выборгский,208386733,Daikin внутр.FT25CV1A8/внеш.R25CV1A,Активирован,1,208386735,Daikin внутр.FT25CV1A8/внеш.R25CV1A,Активирован,1,,,,,,,,,,,,,20260213,,,,
УД,196615275,EMTS546,"г. Петергоф, ул. Константиновская, д.1",Петродворцовый,219254112,Mitsubishi Heavy внутр.SRK80SPZR-S/внеш.SRC80SPZR-S,Активирован,3,224146514,Mitsubishi Electric внутр.MS-GF50VA/внеш.MU-GF50VА,Активирован,2,,,,,,,,,,,,,20260220,,,,
УД,196615308,EMTS358,"г. Петергоф, бул. Разведчика, д.10, корп.3",Петродворцовый,210096060,Daikin внутр.FTY 50GAV1A8/внеш.RY 50GAV1A,Активирован,1,,,,,,,,,,,,,,,,,20260220,,,,
УД,196615374,EMTS1577,"г. Петергоф, пр. Санкт-петербургский, д.6",Петродворцовый,208386017,Daikin внутр.FT25CV1A8/внеш.R25DV1,Активирован,1,215510894,Mitsubishi Electric внутр.MS-GF25VA/внеш.MU-GF25VA,Активирован,1,,,,,,,,,,,,,20260311,,,,
УД,196615377,EMTS852,"г. Петергоф, пр. Санкт-петербургский, д.6А",Петродворцовый,208386505,Panasonic внутр.CS-C9HKD/внеш.CU-C9HKD,Активирован,1,244150935,Сплит-система Kentatsu KSGA26HFAN1 / KSRA26HFAN1,Активирован,1,208386507,Panasonic внутр.CS-C9HKD/внеш.CU-C9HKD,На складе,1,,,,,,,,,20260220,,,,
УД,196615459,EMTS850,"г. Петергоф, бул. Эрлеровский, д.18",Петродворцовый,211311118,Mitsubishi Electric внутр.SRK28HG-S/внеш.SRС28HG-S,Активирован,1,211311130,Mitsubishi Electric внутр.SRK28HG-S/внеш.SRС28HG-S,Активирован,1,,,,,,,,,,,,,20260220,,,,
УД,196615485,EMTS409,"п. Понтонный, ул. Александра Товпеко, д.17А",Колпинский,210090706,Lessar внутр.LS-H09KBA2/внеш.LU-H09KBA2,Активирован,1,,,,,,,,,,,,,,,,,20260221,,,,
УД,196615517,EMTS1736,"г. Пушкин, ул. Вячеслава Шишкова, д.32",Пушкинский,208386749,Daikin внутр.FT25CV1A8/внеш.R25CV1A,Активирован,1,208386751,Daikin внутр.FT25CV1A8/внеш.R25CV1A,Активирован,1,,,,,,,,,,,,,20260225,,,,
УД,196615579,EMTS856,"г. Пушкин, ул. Ленинградская, д.36",Пушкинский,215879352,Mitsubishi Electric внутр.MS-GF25VA/внеш.MU-GF25VA,Активирован,1,243886900,Kentatsu внутр.KSGA26HFAN1/внеш.KSRA26HFAN1,Активирован,1,208385849,Panasonic внутр.CS-C9GKD/внеш.CU-C9GKD,На складе,1,,,,,,,,,20260225,,,,
УД,196615615,EMTS1582,"г. Пушкин, ул. Магазейная, д.25",Пушкинский,223630593,Mitsubishi Electric внутр.MS-GF25VA/внеш.MU-GF25VA,Активирован,1,242862247,Daichi внутр.SIB35AVQS1R/внеш.SIB35FVS1R,Активирован,1,,,,,,,,,,,,,20260312,,,,
УД,196615620,EMTS859,"г. Пушкин, ул. Малая, д.20",Пушкинский,215683184,Mitsubishi Electric внутр.MS-GF25VA/внеш.MU-GF25VA,Активирован,1,209001098,Mitsubishi Electric внутр.SRK28HG-S/внеш.SRС28HG-S,Активирован,1,,,,,,,,,,,,,20260225,,,,
УА,196615668,EMTS811,"г. Пушкин, бул. Октябрьский, д.24",Пушкинский,211839884,Mitsubishi Heavy внутр.SRK80ZM-S/внеш.SRC80ZM-S,Активирован,3,211839885,Mitsubishi Heavy внутр.SRK80ZM-S/внеш.SRC80ZM-S,Активирован,3,,,,,,,,,,,,,20260225,,,,
УД,196615722,EMTS1584,"г. Пушкин, ул. Пушкинская, д.34",Пушкинский,208386035,Daikin внутр.FT25CV1A8/внеш.R25CV1A,Активирован,1,208386037,Daikin внутр.FT25CV1A8/внеш.R25CV1A,Активирован,1,,,,,,,,,,,,,20260312,,,,
УД,196615733,EMTS7070,"г. Пушкин, бул. Софийский, д.1, корп.2",Пушкинский,208386019,Daikin внутр.FTY25GXV1/внеш.R25CV1A,Активирован,1,208386021,Daikin внутр.FTY25GXV1/внеш.R25CV1A,Активирован,1,,,,,,,,,,,,,20260312,,,,
УД,196615735,EMTS855,"г. Пушкин, бул. Софийский, д.28",Пушкинский,208386509,Daikin внутр.FT25DVM/внеш.R25DV1,Активирован,1,219449034,Royal Clima внутр.RCI-A21HN/внеш.RCI-A21HN,Активирован,1,,,,,,,,,,,,,20260225,,,,
УД,196615824,EMTS958,"г. Санкт-Петербург, ул. Автовская, д.18",Кировский,240919841,Kentatsu внутр.KSGPA26HZRN1 / внеш.KSRPA26HZRN1,Активирован,1,240919816,Kentatsu внутр.KSGPA26HZRN1 / внеш.KSRPA26HZRN1,Активирован,1,,,,,,,,,,,,,20260313,,,,
УД,196615907,EMTS873,"г. Санкт-Петербург, пер. Антоненко, д.8",Адмиралтейский,208385879,Panasonic внутр.CS-C9GKD/внеш.CU-PC9GKD,Активирован,1,211902239,Daikin внутр.FT25DVM/внеш.R25DV1,Активирован,1,,,,,,,,,,,,,20260126,,,,
УД,196615981,EMTS960,"г. Санкт-Петербург, ул. Бабушкина, д.64",Невский,240861022,Mitsubishi Electric внутр.MS-GF25VA/внеш.MU-GF25VA,Активирован,1,208386261,Panasonic внутр.CS-C9GKD/внеш.CU-C9GKD,Активирован,1,,,,,,,,,,,,,20260122,,,,
УД,196616005,EMTS1681,"г. Санкт-Петербург, ул. Малая Балканская, д.48",Фрунзенский,208386611,Daikin внутр.FT25CV1A8/внеш.R25CV1A,Активирован,1,208386613,Daikin внутр.FT25CV1A8/внеш.R25CV1A,Активирован,1,,,,,,,,,,,,,20260302,,,,
УД,196616015,EMTS1603,"г. Санкт-Петербург, пл. Балтийского Вокзала, д.1",Адмиралтейский,208386075,Daikin внутр.FT25CV1A8/внеш.R25CV1A,Активирован,1,208386073,Daikin внутр.FT25CV1A8/внеш.R25CV1A,Активирован,1,,,,,,,,,,,,,20260128,,,,
УД,196616097,EMTS1770,"г. Санкт-Петербург, ул. Бестужевская, д.59А",Красногвардейский,209020074,Daikin внутр.FT25DVM/внеш.R25DV1,Активирован,1,209020075,Daikin внутр.FT25DVM/внеш.R25DV1,Активирован,1,,,,,,,,,,,,,20260123,,,,
УД,196616159,EMTS1642,"г. Санкт-Петербург, ул. Бобруйская, д.9",Калининский,210783924,Daikin внутр.FT25DVM/внеш.R25DV1,Активирован,1,224182440,Mitsubishi Electric внутр.MS-GF25VA/внеш.MU-GF25VA,Активирован,1,,,,,,,,,,,,,20260323,,,,
УД,196616196,EMTS882,"г. Санкт-Петербург, пр. Богатырский, д.9",Приморский,208385893,Panasonic внутр.CS-C9GKD/внеш.CU-C9GKD,Активирован,1,222574562,Mitsubishi Electric внутр.MS-GF25VA/внеш.MU-GF25VA,Активирован,1,,,,,,,,,,,,,20260210,,,,
УД,196616209,EMTS883,"г. Санкт-Петербург, пр. Большевиков, д.2",Невский,208385897,Panasonic внутр.CS-C9GKD/внеш.CU-C9GKD,Активирован,1,242862233,Daichi внутр.SIB35AVQS1R/внеш.SIB35FVS1R,Активирован,1,,,,,,,,,,,,,20260116,,,,
УД,196616219,EMTS1732,"г. Санкт-Петербург, пр. Большевиков, д.30, корп.5",Невский,208386745,Daikin внутр.FT25CV1A8/внеш.R25CV1A,Активирован,1,208386747,Daikin внутр.FT25CV1A8/внеш.R25CV1A,Активирован,1,,,,,,,,,,,,,20260303,,,,
УА,196616281,EMTS814,"г. Санкт-Петербург, пр. Большой В.О., д.55",Василеостровский,208386411,Mitsubishi Electric внутр.MSC-07RV/внеш.MU-07RV,Активирован,3,224053594,Mitsubishi Heavy внутр.SRK80ZSPR-S/внеш.SRC80ZSPR-S,Активирован,1,,,,,,,,,,,,,20260211,,,,
УД,196616334,EMTS887,"г. Санкт-Петербург, пр. Большой П.С., д.65",Петроградский,208385901,Panasonic внутр.CS-C9GKD/внеш.CU-C9GKD,Активирован,1,208385903,Panasonic внутр.CS-C9GKD/внеш.CU-C9GKD,Активирован,1,,,,,,,,,,,,,20260113,,,,
УД,196616347,EMTS1644,"г. Санкт-Петербург, ул. Боровая, д.112",Фрунзенский,208386189,Daikin внутр.FT25CV1A8/внеш.R25CV1A,Активирован,1,224736078,Royal Clima внутр.RCI-A21HN/внеш.RCI-A21HN,Активирован,1,,,,,,,,,,,,,20260216,,,,
УД,196616378,EMTS967,"г. Санкт-Петербург, ул. Будапештская, д.20, корп.1",Фрунзенский,208386267,Daikin внутр.FT25DVM/внеш.R25DV1,Активирован,1,,,,,,,,,,,,,,,,,20260302,,,,
УД,196616395,EMTS1645,"г. Санкт-Петербург, ул. Будапештская, д.44, корп.2",Фрунзенский,208386191,Daikin внутр.FT25CV1A8/внеш.R25CV1A,Активирован,1,208386193,Daikin внутр.FT25CV1A8/внеш.R25CV1A,Активирован,1,,,,,,,,,,,,,20260302,,,,
УД,196616411,EMTS969,"г. Санкт-Петербург, ул. Будапештская, д.66, корп.2",Фрунзенский,208386269,Daikin внутр.FT25DVM/внеш.R25DV1,Активирован,1,,,,,,,,,,,,,,,,,20260120,,,,
УД,196616446,EMTS1647,"г. Санкт-Петербург, ул. Бухарестская, д.160",Фрунзенский,208386195,Daikin внутр.FT25CV1A8/внеш.R25CV1A,Активирован,1,208386197,Daikin внутр.FT25CV1A8/внеш.R25CV1A,Активирован,1,,,,,,,,,,,,,20260302,,,,
УД,196616475,EMTS970,"г. Санкт-Петербург, ул. Вавиловых, д.14",Калининский,241453876,Kentatsu внутр.KSGPA26HZRN1 / внеш.KSRPA26HZRN1,Активирован,1,208386273,Daikin внутр.FT25CV1A8/внеш.R25CV1A,Активирован,1,,,,,,,,,,,,,20260212,,,,
УД,196616490,EMTS1648,"г. Санкт-Петербург, ул. Варшавская, д.1А",Московский,215633358,Mitsubishi Electric внутр.MS-GF25VA/внеш.MU-GF25VA,Активирован,1,209544473,Daikin внутр.ATY20DV2/внеш.ARY20DV2,Активирован,1,,,,,,,,,,,,,20260317,,,,
УД,196616505,EMTS972,"г. Санкт-Петербург, ул. Варшавская, д.37, корп.1",Московский,208699781,Mitsubishi Electric внутр.SRK28HG-S/внеш.SRС28HG-S,Активирован,1,240414770,Kentatsu внутр.KSGPA26HZRN1 / внеш.KSRPA26HZRN1,Активирован,1,,,,,,,,,,,,,20260129,,,,
УД,196616508,EMTS1649,"г. Санкт-Петербург, ул. Варшавская, д.37, корп.3",Московский,209539129,Daikin внутр.FT25CV1A8/внеш.R25CV1A,Активирован,1,209539151,Daikin внутр.FT25CV1A8/внеш.R25CV1A,Активирован,1,,,,,,,,,,,,,20260129,,,,
УД,196616615,EMTS1604,"г. Санкт-Петербург, пр. Ветеранов, д.141, корп.3",Кировский,208386077,Daikin внутр.FT25CV1A8/внеш.R25CV1A,Активирован,1,208386079,Daikin внутр.FT25CV1A8/внеш.R25CV1A,Активирован,1,,,,,,,,,,,,,20260206,,,,
УД,196616617,EMTS888,"г. Санкт-Петербург, пр. Ветеранов, д.143, корп.2",Кировский,208386465,LG Plasma внутр.S07LHU/внеш.S07LHU,Активирован,1,,,,,,,,,,,,,,,,,20260206,,,,
УД,196616644,EMTS4989,"г. Санкт-Петербург, пр. Ветеранов, д.76",Кировский,209141374,Toshiba внутр.RAS-13SKHP-ES2/внеш.RAS-13S2AH-ES2,Активирован,1,,,,,,,,,,,,,,,,,20260206,,,,
УД,196616829,EMTS1651,"г. Санкт-Петербург, ул. Галерная, д.27",Адмиралтейский,213399467,Mitsubishi Electric внутр.SRK28HG-S/внеш.SRС28HG-S,Активирован,1,,,,,,,,,,,,,,,,,20260320,,,,
УД,196616861,EMTS1652,"г. Санкт-Петербург, ул. Генерала Хрулева, д.15",Приморский,213614818,Daikin внутр.FTXS35K3V1B/внеш.RXS35L3V1B,Активирован,1,213614819,Daikin внутр.FTXS35K3V1B/внеш.RXS35L3V1B,Активирован,1,,,,,,,,,,,,,20260217,,,,
УД,196616931,EMTS896,"г. Санкт-Петербург, пр. Гражданский, д.83, корп.1",Калининский,208385913,Panasonic внутр.CS-C9GKD/внеш.CU-C9GKD,Активирован,1,223048499,Mitsubishi Electric внутр.MS-GF25VA/внеш.MU-GF25VA,Активирован,1,,,,,,,,,,,,,20260121,,,,
УД,196616937,EMTS1766,"г. Санкт-Петербург, пр. Гражданский, д.90, корп.8",Калининский,209020094,Daikin внутр.FT25DVM/внеш.R25DV1,Активирован,1,209020096,Daikin внутр.FT25DVM/внеш.R25DV1,Активирован,1,,,,,,,,,,,,,20260121,,,,
УД,196616963,EMTS866,"г. Санкт-Петербург, наб. Канала Грибоедова, д.168",Адмиралтейский,208385867,Daikin внутр.FT25DVM/внеш.R25DV1,Активирован,1,,,,,,,,,,,,,,,,,20260112,,,,
УД,196617016,EMTS897,"г. Санкт-Петербург, пр. Дальневосточный, д.70",Невский,208385917,Daikin внутр.FT25DVM/внеш.R25DV1,Активирован,1,,,,,,,,,,,,,,,,,20260122,,,,
УД,196617069,EMTS1763,"г. Санкт-Петербург, ул. Демьяна Бедного, д.26Г, корп.1",Калининский,209188947,Daikin внутр.FT25DVM/внеш.R25DV1,Активирован,1,209188948,Daikin внутр.FT25DVM/внеш.R25DV1,Активирован,1,,,,,,,,,,,,,20260212,,,,
УД,196617120,EMTS978,"г. Санкт-Петербург, ул. Димитрова, д.12, корп.1",Фрунзенский,208386285,Panasonic внутр.CS-C9GKD/внеш.CU-C9GKD,Активирован,1,208386287,Panasonic внутр.CS-C9GKD/внеш.CU-C9GKD,Активирован,1,,,,,,,,,,,,,20260130,,,,
