tip,id_ploshadki,servisnyy_id,adres_razmeshcheniya,rayon,id_sk1,naimenovanie_sk1,status_oborudovaniya1,tip_sk_po_dogovoru1,id_sk2,naimenovanie_sk2,status_oborudovaniya2,tip_sk_po_dogovoru2,id_sk3,naimenovanie_sk3,status_oborudovaniya3,tip_sk_po_dogovoru3,id_sk4,naimenovanie_sk4,status_oborudovaniya4,tip_sk_po_dogovoru4,id_sk5,naimenovanie_sk5,status_oborudovaniya5,tip_sk_po_dogovoru5,planovaya_data_1_kv_2026,id_sk6,naimenovanie_sk6,status_oborudovaniya6,tip_sk_po_dogovoru6
УД,196622222,EMTS951,"г. Санкт-Петербург, пр. Энгельса, д.53",Выборгский,208385975,Daikin внутр.FT25CV1A8/внеш.R25CV1A,Активирован,1,208385977,Daikin внутр.FT25CV1A8/внеш.R25CV1A,Активирован,1,,,,,,,,,,,,,20260202,,,,
УД,196622236,EMTS952,"г. Санкт-Петербург, пр. Энтузиастов, д.16, корп.2",Красногвардейский,241454232,Kentatsu внутр.KSGPA26HZRN1 / внеш.KSRPA26HZRN1,Активирован,1,,,,,,,,,,,,,,,,,20260119,,,,
УД,196622260,EMTS953,"г. Санкт-Петербург, пр. Юрия Гагарина, д.18, корп.3",Московский,208386819,Mitsubishi Electric внутр.SRK28HG-S/внеш.SRС28HG-S,Активирован,1,,,,,,,,,,,,,,,,,20260129,,,,
УД,196622286,EMTS1720,"г. Санкт-Петербург, ул. Якубовича, д.16",Адмиралтейский,216192508,Mitsubishi Electric внутр.MS-GF25VA/внеш.MU-GF25VA,Активирован,1,,,,,,,,,,,,,,,,,20260128,,,,
УД,196622352,EMTS863,"г. Санкт-Петербург, линия 13-я В.о., д.20",Василеостровский,208385857,Daikin внутр.FT25DVM/внеш.R25DV1,Активирован,1,208385859,Panasonic внутр.CS-C9GKD/внеш.CU-C9GKD,Активирован,1,,,,,,,,,,,,,20260218,,,,
УД,196622409,EMTS1585,"г. Санкт-Петербург, линия 19-я В.о., д.10",Василеостровский,208386039,Daikin внутр.FT50CV1A8/внеш.R50CV1A,Активирован,1,,,,,,,,,,,,,,,,,20260218,,,,
УД,196622485,EMTS865,"г. Санкт-Петербург, линия 6-я В.о., д.21",Василеостровский,208385865,Daikin внутр.FT25DVM/внеш.R25DV1,Активирован,1,,,,,,,,,,,,,,,,,20260211,,,,
УД,196622513,EMTS1586,"г. Санкт-Петербург, линия 8-я В.о., д.69",Василеостровский,208386041,Daikin внутр.FT50CV1A8/внеш.R50CV1A,Активирован,1,,,,,,,,,,,,,,,,,20260211,,,,
УД,196622544,EMTS1725,"г. Сестрорецк, ул. Володарского, д.7/9",Курортный,208386721,Daikin внутр.FT25CV1A8/внеш.R25CV1A,Активирован,1,208386723,Daikin внутр.FT25CV1A8/внеш.R25CV1A,Активирован,1,,,,,,,,,,,,,20260209,,,,
УД,196622571,EMTS1723,"г. Сестрорецк, наб. Реки Сестры, д.8",Курортный,208386717,Daikin внутр.FT25CV1A8/внеш.R25CV1A,Активирован,1,208386719,Daikin внутр.FT25CV1A8/внеш.R25CV1A,Активирован,1,,,,,,,,,,,,,20260209,,,,
УА,196622573,EMTS396,"г. Сестрорецк, пл. Свободы, д.1",Курортный,243601947,Daichi внутр.DA100ALKS1R/внеш.DF100ALS1R,Активирован,3,240430374,Daichi внутр.DA25AVQS1-SL/внеш.DF25AVS1-L,Активирован,1,209040080,Mitsubishi Electric внутр.MS-GA80VB/внеш.MU-GD80VB,На складе,3,,,,,,,,,20260209,,,,
УД,196622582,EMTS1050,"г. Сестрорецк, ул. Токарева, д.10",Курортный,208386369,Panasonic внутр.CS-C9GKD/внеш.CU-C9GKD,Активирован,1,223052916,Mitsubishi Electric внутр.MS-GF25VA/внеш.MU-GF25VA,Активирован,1,,,,,,,,,,,,,20260209,,,,
УД,196622593,EMTS4437,"г. Сестрорецк, ул. Токарева, д.7",Курортный,208386373,Panasonic внутр.CS-C9GKD/внеш.CU-C9GKD,Активирован,1,208386375,Panasonic внутр.CS-C9GKD/внеш.CU-C9GKD,Активирован,1,,,,,,,,,,,,,20260209,,,,
УД,196622626,EMTS1574,"п. Стрельна, ул. Фронтовая, д.8А",Петродворцовый,208386003,Daikin внутр.FT25CV1A8/внеш.R25CV1A,Активирован,1,208966010,Mitsubishi Electric внутр.SRK28HG-S/внеш.SRС28HG-S,Активирован,1,,,,,,,,,,,,,20260220,,,,
УД,204250364,EMTS3704,"г. Кронштадт, пр. Ленина, д.20",Кронштадтский,209020118,Daikin внутр.FT25DVM/внеш.R25DV1,Активирован,1,209020119,Daikin внутр.FT25DVM/внеш.R25DV1,Активирован,1,,,,,,,,,,,,,20260205,,,,
УД,204251392,EMTS3712,"г. Санкт-Петербург, ул. Беговая, д.9, корп.1",Приморский,209020110,Daikin внутр.FT25DVM/внеш.R25DV1,Активирован,1,222564919,Mitsubishi Electric внутр.MS-GF25VA/внеш.MU-GF25VA,Активирован,1,,,,,,,,,,,,,20260217,,,,
УД,204256594,EMTS3707,"г. Санкт-Петербург, ул. Большая Монетная, д.27",Петроградский,213138757,Daikin внутр.FTXS20K2V1B/внеш.RXS20K3V1B,Активирован,1,213138758,Daikin внутр.FTXS20K2V1B/внеш.RXS20K3V1B,Активирован,1,,,,,,,,,,,,,20260113,,,,
УД,204258027,EMTS1693,"г. Санкт-Петербург, ул. Омская, д.3",Приморский,209156115,Daikin внутр.FT25DVM/внеш.R25DV1,Активирован,1,209156118,Daikin внутр.FT25DVM/внеш.R25DV1,Активирован,1,,,,,,,,,,,,,20260310,,,,
УД,204259656,EMTS3710,"г. Санкт-Петербург, ул. Савушкина, д.4",Приморский,211928382,Mitsubishi Electric внутр.SRK28HG-S/внеш.SRС28HG-S,Активирован,1,244915698,Daichi внутр.DA70BLKS1R1/внеш.DF70BLS1R1,Активирован,2,,,,,,,,,,,,,20260210,,,,
УД,204260135,EMTS3711,"г. Санкт-Петербург, пр. Славы, д. 53",Фрунзенский,224547966,Daikin внутр.FT25CV1A/внеш.R25CV1A,Активирован,1,224547965,Daikin внутр.FT25CV1A/внеш.R25CV1A,Активирован,1,,,,,,,,,,,,,20260130,,,,
УД,207645812,EMTS4825,"г. Санкт-Петербург, наб. Реки Мойки, д.85",Адмиралтейский,216296209,Mitsubishi Electric внутр.SRK71ZSPR-S/внеш.SRC71ZSPR-S,Активирован,3,212634536,Mitsubishi Electric внутр.MSC-GA80VB/внеш.MU-GA80VB,Активирован,3,212634535,Mitsubishi Electric внутр.MS-GD80VB/внеш.MU-GD80VB,Активирован,3,212634534,Mitsubishi Electric внутр.MS-GA60VB/внеш.MU-GA60VB,Активирован,3,213351337,Mitsubishi Heavy Industriel внутр.SRK71HES1-S1/внеш.SRK71HES1-S1,Активирован,3,20260126,,,,
УА,207796854,EMTS5015,"г. Санкт-Петербург, пр. Шаумяна, д.20",Красногвардейский,224169707,Mitsubishi Electric внутр.MS-GF50VA/внеш.MU-GF50VА,Активирован,2,224169709,Mitsubishi Electric внутр.MS-GF50VA/внеш.MU-GF50VА,Активирован,2,,,,,,,,,,,,,20260123,,,,
УД,207935017,EMTS7043,"г. Санкт-Петербург, проезд Смольный, д.1 (п. 51) (с земли)",Центральный,210810627,Mitsubishi Electric внутр.PEA-RP250GAQ/внеш.PUHZ-P250YHA3,Активирован,5,210810621,Mitsubishi Electric внутр.PEA-RP250GAQ/внеш.PUHZ-P250YHA3,Активирован,5,,,,,,,,,,,,,20260227,,,,
УД,207955182,EMTS5018,"г. Санкт-Петербург, пр. Ленинский, д.51",Красносельский,209008373,Daikin внутр.FTXS25K2V1B/внеш.RXS25L2V1B,Активирован,1,209008374,Daikin внутр.FTXS25K2V1B/внеш.RXS25L2V1B,Активирован,1,,,,,,,,,,,,,20260311,,,,
УД,207967704,EMTS3238,"г. Санкт-Петербург, ул. Асафьева, д.1",Выборгский,209329440,Daikin внутр.FTXS25K2V1B/внеш.RXS25L2V1B,Активирован,1,208648735,Daikin внутр.FTXS25K2V1B/внеш.RXS25L2V1B,Активирован,1,,,,,,,,,,,,,20260121,,,,
УД,207967718,EMTS2982,"г. Санкт-Петербург, пр. Наставников, д.20, корп.1",Красногвардейский,223587900,Mitsubishi Electric внутр.MS-GF25VA/внеш.MU-GF25VA,Активирован,1,223587902,Mitsubishi Electric внутр.MS-GF25VA/внеш.MU-GF25VA,Активирован,1,,,,,,,,,,,,,20260119,,,,
УД,207967725,EMTS3124,"г. Санкт-Петербург, пр. Товарищеский, д.24А",Невский,209463566,Daikin внутр.FTXS25K2V1B/внеш.RXS25L2V1B,Активирован,1,208648870,Daikin внутр.FTXS25K2V1B/внеш.RXS25L2V1B,Активирован,1,,,,,,,,,,,,,20260116,,,,
УД,207967743,EMTS2831,"г. Санкт-Петербург, пр. Железнодорожный, д.28",Невский,208774057,Daikin внутр.FTXS25K2V1B/внеш.RXS25L2V1B,Активирован,1,208774069,Daikin внутр.FTXS25K2V1B/внеш.RXS25L2V1B,Активирован,1,,,,,,,,,,,,,20260122,,,,
УД,207967756,EMTS105,"г. Санкт-Петербург, ул. Костюшко, д.4",Московский,209007201,Daikin внутр.FTXS25K2V1B/внеш.RXS25L2V1B,Активирован,1,209007202,Daikin внутр.FTXS25K2V1B/внеш.RXS25L2V1B,Активирован,1,,,,,,,,,,,,,20260325,,,,
УД,207967766,EMTS3406,"г. Санкт-Петербург, ул. Будапештская, д.6А",Фрунзенский,209007208,Daikin внутр.FTXS25K2V1B/внеш.RXS25L2V1B,Активирован,1,209007210,Daikin внутр.FTXS25K2V1B/внеш.RXS25L2V1B,Активирован,1,,,,,,,,,,,,,20260120,,,,
УД,207967788,EMTS265,"г. Санкт-Петербург, ул. Олеко Дундича, д.8, корп.2",Фрунзенский,209007247,Daikin внутр.FTXS25K2V1B/внеш.RXS25L2V1B,Активирован,1,209007249,Daikin внутр.FTXS25K2V1B/внеш.RXS25L2V1B,Активирован,1,,,,,,,,,,,,,20260120,,,,
УД,207967793,EMTS140,"г. Санкт-Петербург, ул. Лахтинская, д.32",Петроградский,209008364,Daikin внутр.FTXS25K2V1B/внеш.RXS25L2V1B,Активирован,1,209008365,Daikin внутр.FTXS25K2V1B/внеш.RXS25L2V1B,Активирован,1,,,,,,,,,,,,,20260115,,,,
УД,207967796,EMTS132,"г. Санкт-Петербург, ул. Курчатова, д.6, корп.3",Выборгский,209008366,Daikin внутр.FTXS25K2V1B/внеш.RXS25L2V1B,Активирован,1,209008367,Daikin внутр.FTXS25K2V1B/внеш.RXS25L2V1B,Активирован,1,,,,,,,,,,,,,20260202,,,,
УД,207967800,EMTS2635,"г. Санкт-Петербург, пер. Матвеева, д.3Г",Адмиралтейский,209008368,Daikin внутр.FTXS25K2V1B/внеш.RXS25L2V1B,Активирован,1,209008369,Daikin внутр.FTXS25K2V1B/внеш.RXS25L2V1B,Активирован,1,,,,,,,,,,,,,20260316,,,,
УД,207967808,EMTS3057,"г. Санкт-Петербург, пр. Просвещения, д.53, корп.2",Калининский,209008370,Daikin внутр.FTXS25K2V1B/внеш.RXS25L2V1B,Активирован,1,209008371,Daikin внутр.FTXS25K2V1B/внеш.RXS25L2V1B,Активирован,1,,,,,,,,,,,,,20260310,,,,
УД,207974127,EMTS5068,"г. Кронштадт, ул. Сургина, д.6Б",Кронштадтский,208993594,Daikin внутр.FTXS20K2V1B/внеш.RXS20L2V1B,Активирован,1,208993599,Daikin внутр.FTXS20K2V1B/внеш.RXS20L2V1B,Активирован,1,,,,,,,,,,,,,20260205,,,,
УД,207974239,EMTS5111,"г. Колпино, ул. Тазаева, д.28",Колпинский,208659056,Daikin внутр.FTXS20K2V1B/внеш.RXS20L2V1B,Активирован,1,208659058,Daikin внутр.FTXS20K2V1B/внеш.RXS20L2V1B,Активирован,1,,,,,,,,,,,,,20260304,,,,
УД,207974258,EMTS5387,"г. Санкт-Петербург, ш. Революции, д.85А",Красногвардейский,208659531,Daikin внутр.FTXS50K2V1B/внеш.RXS50L2V1B,Активирован,2,208659532,Daikin внутр.FTXS50K2V1B/внеш.RXS50L2V1B,Активирован,2,,,,,,,,,,,,,20260219,,,,
УД,207974306,EMTS5064,"г. Красное Село, ул. Бронетанковая, д.10А, корп.1",Красносельский,208659104,Daikin внутр.FTXS20K2V1B/внеш.RXS20L2V1B,Активирован,1,208659105,Daikin внутр.FTXS20K2V1B/внеш.RXS20L2V1B,Активирован,1,,,,,,,,,,,,,20260311,,,,
УД,207974330,EMTS5063,"г. Санкт-Петербург, пр. Большевиков, д.59А, корп.3",Невский,208659277,Daikin внутр.FTXS20K2V1B/внеш.RXS20L2V1B,Активирован,1,208659278,Daikin внутр.FTXS20K2V1B/внеш.RXS20L2V1B,Активирован,1,,,,,,,,,,,,,20260116,,,,
УД,207974341,EMTS5113,"г. Пушкин, ул. Радищева, д.11/18",Пушкинский,208659160,Daikin внутр.FTXS20K2V1B/внеш.RXS20L2V1B,Активирован,1,208659178,Daikin внутр.FTXS20K2V1B/внеш.RXS20L2V1B,Активирован,1,,,,,,,,,,,,,20260225,,,,
УД,207974373,EMTS5072,"г. Санкт-Петербург, ул. Салова, д.66А, корп.1",Фрунзенский,208659204,Daikin внутр.FTXS20K2V1B/внеш.RXS20L2V1B,Активирован,1,208659205,Daikin внутр.FTXS20K2V1B/внеш.RXS20L2V1B,Активирован,1,,,,,,,,,,,,,20260120,,,,
УД,207974377,EMTS5069,"г. Санкт-Петербург, ул. Софийская, д.8, корп.2",Фрунзенский,208659215,Daikin внутр.FTXS20K2V1B/внеш.RXS20L2V1B,Активирован,1,208659218,Daikin внутр.FTXS20K2V1B/внеш.RXS20L2V1B,Активирован,1,,,,,,,,,,,,,20260120,,,,
УД,207974398,EMTS5074,"г. Санкт-Петербург, пр. Литейный, д.31Г",Центральный,208659268,Daikin внутр.FTXS20K2V1B/внеш.RXS20L2V1B,Активирован,1,208659269,Daikin внутр.FTXS20K2V1B/внеш.RXS20L2V1B,Активирован,1,,,,,,,,,,,,,20260114,,,,
УА,208085283,EMTS5002,"г. Санкт-Петербург, пр. Ветеранов, д.56",Кировский,209435669,Daikin внутр.FTXS50K2V1B/внеш.RXS50L2V1B,Активирован,2,239821392,Kentatsu внутр.KSGY53HZRN1/внеш.KSRY53HZRN1,Активирован,2,,,,,,,,,,,,,20260206,,,,
УА,208229237,AIS5169,"г. Санкт-Петербург, пр. Обуховской Обороны, 163А",Невский,209085412,Daikin внутр.FDMQN100CXV1/внеш.RQ100DXY1,#N/A,4,209085410,Daikin внутр.FDMQN100CXV1/внеш.RQ100DXY1,#N/A,4,,,,,,,,,,,,,20260324,,,,
УА,208229255,EMTS9446,"г. Санкт-Петербург, ул. Садовая, 55-57А",Адмиралтейский,210110457,Daikin внутр.FDMQN100CXV1/внеш.RQ100DXY1,Активирован,4,210110456,Daikin внутр.FDMQN100CXV1/внеш.RQ100DXY1,Активирован,4,,,,,,,,,,,,,20260126,,,,
УД,208379718,EMTS5066,"г. Кронштадт, ш. Кронштадтское, д.1А",Кронштадтский,208993569,Daikin внутр.FTXS20K2V1B/внеш.RXS20L2V1B,Активирован,1,208993570,Daikin внутр.FTXS20K2V1B/внеш.RXS20L2V1B,Активирован,1,,,,,,,,,,,,,20260205,,,,
УД,209475261,EMTS5427,"г. Санкт-Петербург, ул. Железноводская, д.3А",Василеостровский,211908459,Daikin внутр.FTXS50K/внеш.RXS50L,Активирован,1,242863270,Daichi внутр.SIB35AVQS1R/внеш.SIB35FVS1R,Активирован,1,,,,,,,,,,,,,20260218,,,,
УД,209479546,EMTS5426,"г. Санкт-Петербург, ул. Седова, д.54А, корп.3",Невский,211925949,Daikin внутр.FTXS35K2V1B/внеш.RXS35K2V1B,Активирован,2,211925950,Daikin внутр.FTXS35K2V1B/внеш.RXS35K2V1B,Активирован,2,,,,,,,,,,,,,20260324,,,,
УД,209480728,EMTS5424,"г. Санкт-Петербург, ул. Зои Космодемьянской, д.9А",Кировский,210701159,Daikin внутр.FTXS20K2V1B/внеш.RXS20L3V1B,Активирован,1,210701340,Daikin внутр.FTXS20K2V1B/внеш.RXS20L2V1B,Активирован,1,,,,,,,,,,,,,20260305,,,,
УД,209480978,EMTS5423,"г. Санкт-Петербург, пр. Кондратьевский, д.16/11А",Калининский,210222921,Daikin внутр.FTXS35K3V1B/внеш.RXS35L3V1B,Активирован,2,210222917,Daikin внутр.FTXS35K2V1B/внеш.RXS35K2V1B,Активирован,2,,,,,,,,,,,,,20260212,,,,
УА,209723743,EMTS5768,"г. Санкт-Петербург, ш. Петергофское, д.47, корп.2",Красносельский,208990754,Daikin внутр.FHQ100BVV1B/внеш.RR100B8V3B,Активирован,4,240965125,Mitsubishi Electric внутр.PLA-RP125BA/внутр.PLA-RPA125BA/внеш.PUHZ-P250YHA3,Активирован,4,208990761,Daikin внутр.FHQ100BVV1B/внеш.RR100B8V3B,Активирован,4,,,,,,,,,20260326,,,,
УД,210249986,EMTS6012,"г. Санкт-Петербург, ул. Витебская, д.11-13",Адмиралтейский,212494932,Daikin внутр.FTXS35K3V1B/внеш.RXS35L3V1B,Активирован,2,212494931,Daikin внутр.FTXS35K3V1B/внеш.RXS35L3V1B,Активирован,2,,,,,,,,,,,,,20260320,,,,
УД,210477901,EMTS6138,"г. Санкт-Петербург, наб. Реки Мойки, д.110",Адмиралтейский,213128582,Daikin внутр.FTXS35K3V1B/внеш.RXS35L3V1B,Активирован,2,213128583,Daikin внутр.FTXS35K3V1B/внеш.RXS35L3V1B,Активирован,2,,,,,,,,,,,,,20260112,,,,
УД,210479709,EMTS6139,"г. Санкт-Петербург, пр. Культуры, д.2",Выборгский,212648107,Daikin внутр.FTXS42K3V1B/внеш.RXS42L2V1B,Активирован,2,213128573,Daikin внутр.FTXS42K3V1B/внеш.RXS42L2V1B,Активирован,2,,,,,,,,,,,,,20260213,,,,
УД,210480727,EMTS6140,"г. Санкт-Петербург, ул. Пограничника Гарькавого, д.18, корп.3",Красносельский,213102890,Daikin внутр.FTXS35K3V1B/внеш.RXS35L3V1B,Активирован,2,212647005,Daikin внутр.FTXS35K3V1B/внеш.RXS35L3V1B,Активирован,2,,,,,,,,,,,,,20260326,,,,
УД,213381484,EMTS6585,"г. Санкт-Петербург, пр. Среднеохтинский, д.2В/17",Красногвардейский,213612152,Daikin внутр.FTXS35K3V1B/внеш.RXS35L3V1B,Активирован,2,213612157,Daikin внутр.FTXS35K3V1B/внеш.RXS35L3V1B,Активирован,2,,,,,,,,,,,,,20260119,,,,
УД,213381498,EMTS6583,"г. Санкт-Петербург, ул. Рентгена, д.6",Петроградский,213614117,Daikin внутр.FTXS35K3V1B/внеш.RXS35L3V1B,Активирован,2,213614116,Daikin внутр.FTXS35K3V1B/внеш.RXS35L3V1B,Активирован,2,,,,,,,,,,,,,20260115,,,,
УД,213381517,EMTS6586,"г. Санкт-Петербург, пр. Большеохтинский, д.7, корп.2",Красногвардейский,214672857,Daikin внутр.FTXS35K3V1B/внеш.RXS35L3V1B,Активирован,2,214672858,Daikin внутр.FTXS35K3V1B/внеш.RXS35L3V1B,Активирован,2,,,,,,,,,,,,,20260219,,,,
УД,213382371,EMTS4871,"п. Ушково, ш. Приморское, д.605з",Курортный,213654114,Daikin внутр.ATXS35K3V1B/внеш.ARXS35L3V1B,Активирован,2,213654115,Daikin внутр.ATXS35K3V1B/внеш.ARXS35L3V1B,Активирован,2,,,,,,,,,,,,,20260204,,,,
УД,213397835,EMTS6682,"г. Санкт-Петербург, пр. Пискаревский, д.49В",Калининский,213643977,Daikin внутр.ATXS35K3V1B/внеш.ARXS35L3V1B,Активирован,2,213643978,Daikin внутр.ATXS35K3V1B/внеш.ARXS35L3V1B,Активирован,2,,,,,,,,,,,,,20260202,,,,
УД,213398179,EMTS5902,"г. Санкт-Петербург, ул. Ленсовета, д.54, корп.2",Московский,213648408,Daikin внутр.FTXS35K3V1B/внеш.RXS35L3V1B,Активирован,2,213648407,Daikin внутр.FTXS35K3V1B/внеш.RXS35L3V1B,Активирован,2,,,,,,,,,,,,,20260317,,,,
УД,218334479,EMTS7328,"г. Санкт-Петербург, ул. Парадная, д. 4В",Центральный,222994321,Mitsubishi Electric внутр.MS-GF50VA/внеш.MU-GF50VА,Активирован,2,223117700,Mitsubishi Electric внутр.MS-GF50VA/внеш.MU-GF50VА,Активирован,2,,,,,,,,,,,,,20260306,,,,
УД,218334676,EMTS7329,"г. Санкт-Петербург, пр. Кондратьевский, д. 25В",Калининский,224703676,Mitsubishi Electric внутр.MS-GF20VA/ внеш.MU-GF20VA,Активирован,1,240211588,Mitsubishi Electric внутр.MS-GF20VA/ внеш.MU-GF20VA,Активирован,1,,,,,,,,,,,,,20260212,,,,
УА,218632990,EMTS7402,"г. Петергоф, ул. Калининская, д.7",Петродворцовый,223763712,Mitsubishi Electric внутр. PKA-M71KAL/ внеш. PU-P71YHAR3,Активирован,3,218934631,Mitsubishi Electric внутр. PKA-M71KAL/ внеш. PU-P71YHAR3,Активирован,3,209814820,Mitsubishi Heavy внутр.SRK80ZM-S/внеш.SRC80ZM-S,Активирован,3,209139872,Daikin внутр.FTXS60GV1B/внеш.RXS60F3V1B,Активирован,2,,,,,20260311,,,,
УД,220717049,EMTS7694,"г. Санкт-Петербург, ул. Яхтенная, д. 7, корп. 2",Приморский,221673949,Daikin внутр.FTXS35K3V1B/внеш.RXS35L3V1B,Активирован,1,221673948,Daikin внутр.FTXS35K3V1B/внеш.RXS35L3V1B,Активирован,1,,,,,,,,,,,,,20260210,,,,
ТД,220717176,EMTS7695,"г. Санкт-Петербург, пр. Пархоменко, д. 18А",Выборгский,221671663,Daikin внутр.FTXS35K3V1B/внеш.RXS35L3V1B,Активирован,1,221671664,Daikin внутр.FTXS35K3V1B/внеш.RXS35L3V1B,Активирован,1,,,,,,,,,,,,,20260202,,,,
УД,222901274,EMTS8103,"г.Санкт-Петербург, Зеленогорская улица, дом 16, литера А",Выборгский,223187408,Daikin внутр.FTXS35K3V1B/внеш.RXS35L3V1B,Активирован,1,223187407,Daikin внутр.FTXS35K3V1B/внеш.RXS35L3V1B,Активирован,1,,,,,,,,,,,,,20260226,,,,
,239155997,ESOTR197,"г. Санкт-Петербург, ул. Одоевского, д. 29А",Василеостровский,239156057,Кондиционер SKE-1500-220-Е,#N/A,,,,,,,,,,,,,,,,,,20260320,,,,